City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,carbonear,47.7332,-53.2148,3.41,56,9,9.92,CA,1731267645
361,afaahiti,-17.75,-149.2833,24.58,86,100,7.34,PF,1731267931
362,el nido,11.1858,119.3956,26.19,96,89,2.86,PH,1731267932
363,svetlyy,54.675,20.1347,4.11,75,42,3.47,RU,1731267933
364,brookings,44.3114,-96.7984,11.21,81,75,7.2,US,1731267811
365,ilomantsi,62.6716,30.9328,-1.19,79,64,1.38,FI,1731267935
366,tirano,46.2154,10.1679,8.99,56,6,2.82,IT,1731267936
367,lospalos,-8.5186,127.0025,19.71,91,54,1.09,TL,1731267938
368,ji'an,27.1172,114.9793,16.52,91,0,1.14,CN,1731267939
369,napanee,44.2501,-76.9494,11.02,55,100,2.96,CA,1731267940
370,chuguyevka,44.1653,133.8633,-0.86,89,6,1.14,RU,1731267941
371,porbandar,21.6422,69.6093,27.11,63,0,4.85,IN,1731267942
372,novyy urgal,51.0736,132.5642,-9.28,82,0,2.62,RU,1731267943
373,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-0.05,78,100,12.68,RU,1731267944
374,airuk,7.2772,168.8203,28.85,69,64,8.65,MH,1731267945
375,huicungo,-7.2833,-76.8,33.05,45,55,1.75,PE,1731267947
376,revda,56.801,59.9303,-7.74,90,100,4.64,RU,1731267948
377,cockburn town,21.4612,-71.1419,27.98,89,75,7.72,TC,1731267769
378,karratha,-20.7377,116.8463,26.1,45,39,4.9,AU,1731267950
379,balikpapan,-1.2675,116.8289,26.55,83,40,2.06,ID,1731267951
380,sterling,39.0062,-77.4286,16.42,42,75,6.17,US,1731267952
381,glodeni,47.7708,27.5144,5.24,64,100,2.11,MD,1731267953
382,kununurra,-15.7667,128.7333,27.99,78,97,2.06,AU,1731267955
383,hun,29.1268,15.9477,21.37,33,100,2.86,LY,1731267956
384,rundu,-17.9333,19.7667,25.23,55,85,2.57,,1731267957
385,rayevskiy,54.0658,54.9468,-4.63,89,7,3.23,RU,1731267958
386,fortaleza,-3.7227,-38.5247,29.07,61,20,9.26,BR,1731267696
387,bhimunipatnam,17.8833,83.4333,22.97,75,98,3.31,IN,1731267960
388,cidade velha,14.9167,-23.6167,27.26,61,40,5.66,CV,1731267961
389,sao vicente,-23.9631,-46.3919,23.98,26,20,4.63,BR,1731267963
390,koungheul,13.9833,-14.8,30.48,17,2,2.84,SN,1731267964
391,sungailiat,-1.85,106.1333,26.15,85,100,1.01,ID,1731267965
392,igarka,67.4667,86.5833,-11.76,93,100,4.56,RU,1731267966
393,rawson,-43.3002,-65.1023,22.16,12,20,4.63,AR,1731267967
394,mpika,-11.8343,31.4529,20.17,59,29,1.93,ZM,1731267968
395,ribeira brava,32.65,-17.0667,23.4,41,53,5.51,PT,1731267969
396,veydelevka,50.1521,38.4492,5.09,88,100,1.86,RU,1731267970
397,mar del plata,-38.0023,-57.5575,19.01,92,100,2.06,AR,1731267972
398,lugus,5.7036,120.8203,27.85,79,29,1.95,PH,1731267974
399,shingu,33.7333,135.9833,16.88,91,100,1.59,JP,1731267975
400,aras-asan,8.8908,126.3033,25.3,90,95,1.6,PH,1731267976
401,conceicao da barra,-18.5933,-39.7322,24.35,76,40,5.26,BR,1731267977
402,zuunmod,47.7069,106.9528,-10.43,93,2,2.23,MN,1731267978
403,amahai,-3.3333,128.9167,26.24,81,100,0.9,ID,1731267979
404,makarov,48.6333,142.8,1.05,65,1,10.94,RU,1731267981
405,mildura,-34.2,142.15,20.19,33,100,3.95,AU,1731267982
406,chokwe,-24.5333,32.9833,27.53,60,100,6.2,MZ,1731267983
407,tago,9.0211,126.2317,24.7,93,99,1.61,PH,1731267984
408,adrar,20.5022,-10.0711,25.05,14,1,4.1,MR,1731267985
409,esquel,-42.9,-71.3167,7.71,76,100,5.63,AR,1731267711
410,yaren,-0.5472,166.916,27.71,72,95,4.85,NR,1731267987
411,al wajh,26.2455,36.4525,25.97,41,0,3.6,SA,1731267989
412,sines,37.9562,-8.8698,18.49,80,22,6.71,PT,1731267719
413,calama,-22.4667,-68.9333,24.27,10,0,9.77,CL,1731267703
414,itaituba,-4.2761,-55.9836,35.09,49,20,2.06,BR,1731267992
415,trairi,-3.2778,-39.2689,26.57,75,100,5.84,BR,1731267908
416,barakani,-12.1356,44.4317,26.14,79,10,1.77,KM,1731267996
417,miyako,39.6367,141.9525,10.24,76,100,2.2,JP,1731267997
418,akureyri,65.6835,-18.0878,7.96,66,75,8.75,IS,1731267998
419,glace bay,46.1969,-59.957,5.25,63,20,6.17,CA,1731267999
420,tansen,27.8673,83.5467,13.52,79,0,2.08,NP,1731268000
421,baiyin,36.5583,104.2081,7.3,49,100,6.6,CN,1731268001
422,kailua-kona,19.6406,-155.9956,27.93,73,0,3.6,US,1731268002
423,hami,42.8,93.45,5.69,43,0,3.72,CN,1731268003
424,ciudad bolivar,8.1222,-63.5497,36.65,31,33,3.46,VE,1731268005
425,tolanaro,-25.0319,46.9987,25.04,78,0,8.75,MG,1731267811
426,khandyga,62.6667,135.6,-19.71,100,97,0.78,RU,1731268007
427,zhangjiakou,40.81,114.8794,8.38,77,100,3.29,CN,1731268008
428,langsa,4.4683,97.9683,23.95,92,100,0.55,ID,1731268009
429,flying fish cove,-10.4217,105.6791,25.82,94,100,3.6,CX,1731268010
430,corod,45.9,27.6167,4.73,69,11,3.58,RO,1731268011
431,kalmeshwar,21.2333,78.9,20.79,60,0,1.6,IN,1731268013
432,new norfolk,-42.7826,147.0587,7.62,86,11,1.15,AU,1731267734
433,sao joao da barra,-21.6403,-41.0511,25.05,70,65,5.98,BR,1731268015
434,luau,-10.7073,22.2247,19.06,93,100,1.44,AO,1731268016
435,douliu,23.7094,120.5433,23.69,83,17,1.49,TW,1731268017
436,verkhniy mamon,50.1635,40.3832,4.99,80,100,2.09,RU,1731268018
437,san rafael,-34.6177,-68.3301,22.99,29,64,10.15,AR,1731267917
438,patrasaer,23.2167,87.5167,21.15,66,0,1.81,IN,1731268021
439,san juan de miraflores,-12.1629,-76.9635,21.29,74,100,3.96,PE,1731268022
440,sandefjord,59.1312,10.2167,4.04,99,100,2.57,NO,1731268023
441,saint-francois,46.4154,3.9054,12.03,100,100,3.6,FR,1731268024
442,colonel hill,22.7667,-74.2167,27.44,83,45,7.63,BS,1731268025
443,garissa,-0.4536,39.6401,28.12,68,93,8.01,KE,1731267574
444,lieto,60.5103,22.4618,3.46,97,100,3.09,FI,1731268028
445,hit,33.6416,42.8251,20.42,49,99,1.47,IQ,1731268029
446,utrik,11.2278,169.8474,28.33,76,0,9.3,MH,1731268030
447,westport,41.1415,-73.3579,14.87,51,0,5.66,US,1731267907
448,kanodar,24.1,72.3833,24.02,32,0,1.85,IN,1731268032
449,bamboo flat,11.7,92.7167,28.05,83,40,1.03,IN,1731268033
450,coronel dorrego,-38.7187,-61.2873,13.78,82,100,2.91,AR,1731268034
451,date,42.4681,140.8681,12.5,92,100,4.79,JP,1731268036
452,puerto carreno,6.189,-67.4859,34.99,52,40,2.06,CO,1731268037
453,steamboat springs,40.485,-106.8317,5.75,66,0,0.45,US,1731267758
454,patan,27.6667,85.3333,16.21,82,40,1.54,NP,1731268039
455,ceeldheer,3.8488,47.1806,26.6,82,90,5.05,SO,1731268040
456,macapa,0.0389,-51.0664,31.99,58,75,6.17,BR,1731267971
457,kayangel,8.0823,134.7173,27.93,77,22,2.01,PW,1731268042
458,oriximina,-1.7656,-55.8661,37.57,25,6,3.19,BR,1731268044
459,yeonggwang,35.275,126.5094,11.29,91,5,2.11,KR,1731268045
460,saipan,15.1355,145.701,28.39,88,0,6.69,MP,1731268046
461,tara,56.8944,74.371,-8.48,88,94,4.41,RU,1731268047
462,san rafael del sur,11.8485,-86.4384,27.67,78,57,2.26,NI,1731268048
463,friedrichstadt,54.3757,9.0867,7.11,90,98,2.64,DE,1731268049
464,changyon,38.2508,125.0961,10.21,92,5,1.04,KP,1731268050
465,okha,53.5739,142.9478,0.74,97,100,13.21,RU,1731268052
466,whakatane,-37.9585,176.9854,18.62,99,100,1.34,NZ,1731268053
467,tongliao,43.6125,122.2653,3.08,44,100,3.22,CN,1731268054
468,geraldton,-28.7667,114.6,15.23,82,0,6.17,AU,1731268055
469,anaconda,46.1285,-112.9423,9.2,49,100,2.56,US,1731268057
470,rio claro,-22.4114,-47.5614,29.66,53,3,3.15,BR,1731268058
471,recreo,-29.2818,-65.061,37.91,26,7,7.36,AR,1731268059
472,medicine hat,50.0501,-110.6683,5.4,73,75,4.12,CA,1731267901
473,caleta de carquin,-11.0925,-77.6267,21.03,73,57,5.02,PE,1731268062
474,mil'kovo,55.6078,37.7956,2.57,53,25,1.54,RU,1731268063
475,austin,30.2672,-97.7431,30.88,43,0,2.06,US,1731267882
476,urzhar,47.093,81.6294,1.12,100,100,1.77,KZ,1731268065
477,rada tilly,-45.9333,-67.5333,19.27,24,20,9.26,AR,1731268066
478,north bend,43.4065,-124.2243,14.59,94,100,3.09,US,1731268067
479,moussoro,13.6408,16.4901,27.17,19,74,4.21,TD,1731268068
480,levuka,50.1834,-105.4011,2.84,78,100,7.2,CA,1731268070
481,wynyard,-41.0,145.7167,5.79,97,20,2.22,AU,1731268071
482,horta,38.5333,-28.6333,20.01,90,40,7.72,PT,1731268072
483,shalqar,47.8333,59.6,2.47,80,100,6.58,KZ,1731268073
484,tubarjal,30.4999,38.216,20.48,45,0,8.7,SA,1731268074
485,bubaque,11.2833,-15.8333,29.73,59,0,2.65,GW,1731268075
486,keflavik,64.0049,-22.5624,6.24,87,75,12.35,IS,1731268076
487,isangel,-19.55,169.2667,24.36,70,0,3.61,VU,1731268077
488,san francisco de la paz,14.9,-86.2,25.53,73,58,0.76,HN,1731268079
489,sechura,-5.5569,-80.8222,24.66,59,100,6.7,PE,1731268080
490,sikeston,36.8767,-89.5879,22.96,56,0,5.66,US,1731268081
491,minas de marcona,-15.2119,-75.1103,19.52,59,10,5.49,PE,1731268082
492,volodarskiy,46.4013,48.5409,5.28,73,0,2.46,RU,1731268083
493,kavieng,-2.5744,150.7967,28.02,77,97,6.96,PG,1731268084
494,namibe,-15.1961,12.1522,21.2,70,87,3.47,AO,1731268085
495,reggane,26.7158,0.1714,26.65,23,100,2.63,DZ,1731268087
496,acapulco de juarez,16.8634,-99.8901,29.9,74,75,3.6,MX,1731268088
497,leh,34.1667,77.5833,-1.01,50,37,1.84,IN,1731268089
498,balykshi,47.0667,51.8667,4.0,93,75,3.0,KZ,1731268090
499,salalah,17.0151,54.0924,25.05,61,0,1.54,OM,1731268091
500,mayma,52.0197,85.9114,3.09,52,100,2.88,RU,1731268093
501,marine corps base hawaii - mcbh,21.4453,-157.7513,26.98,74,54,2.68,US,1731268095
502,upi,7.0258,124.1667,22.28,87,100,0.84,PH,1731268096
503,uryupinsk,50.8047,42.0138,5.57,58,100,2.46,RU,1731268097
504,jayapura,-2.5333,140.7,24.66,93,63,1.44,ID,1731268099
505,katsuura,35.1333,140.3,16.73,96,100,6.27,JP,1731268100
506,oytal,42.9057,73.2697,5.92,59,23,1.38,KZ,1731268101
507,kalmunai,7.4167,81.8167,24.82,88,50,4.36,LK,1731268103
508,yuci,37.6803,112.7319,8.86,66,0,2.0,CN,1731268105
509,chegdomyn,51.1167,133.0167,-9.27,84,50,2.31,RU,1731268106
510,puerto deseado,-47.7503,-65.8938,17.19,27,80,4.68,AR,1731267979
511,hermiston,45.8404,-119.2895,11.36,77,75,2.57,US,1731268108
512,alaghsas,17.0187,8.0168,23.31,18,6,5.28,NE,1731268109
513,woolgoolga,-30.1106,153.2007,21.93,93,99,3.65,AU,1731268111
514,as sulayyil,20.4607,45.5779,22.16,35,1,2.81,SA,1731268112
515,buala,-8.145,159.5921,27.07,79,93,1.7,SB,1731268113
516,wokha,26.1,94.2667,11.87,91,0,1.57,IN,1731268114
517,zhaqsy,51.9083,67.3133,-0.51,99,100,5.41,KZ,1731268115
518,the pas,53.8251,-101.2541,2.01,93,100,3.09,CA,1731268116
519,kruisfontein,-34.0033,24.7314,13.04,86,14,0.73,ZA,1731268117
520,douglas,41.3,-96.167,13.79,70,100,5.14,US,1731268118
521,sipovo,44.2814,17.0839,1.32,87,13,0.14,BA,1731268120
522,kapa'a,22.0752,-159.319,25.18,89,75,6.69,US,1731268121
523,betioky,-23.7167,44.3833,21.98,79,4,0.61,MG,1731268122
524,agapovka,53.2973,59.1348,-2.44,82,12,2.54,RU,1731268123
525,ciudad sabinas hidalgo,26.5,-100.1667,28.39,46,3,2.96,MX,1731268124
526,okhotsk,59.3833,143.3,-10.81,75,100,6.15,RU,1731268125
527,syktyvkar,61.6764,50.8099,-2.15,86,100,2.0,RU,1731268126
528,ancud,-41.8697,-73.8203,10.32,79,71,7.31,CL,1731268127
529,salida,37.7058,-121.0849,19.6,37,10,0.87,US,1731268129
530,kappelrodeck,48.6,8.1167,6.06,96,0,0.45,DE,1731268130
531,nago,26.5881,127.9761,24.54,94,76,2.02,JP,1731268131
532,manokwari,-0.8667,134.0833,25.84,80,100,2.15,ID,1731268132
533,sarichioi,44.95,28.85,5.12,93,100,7.72,RO,1731268133
534,nanning,22.8167,108.3167,22.25,57,5,1.27,CN,1731268134
535,muisne,0.6,-80.0333,24.19,79,100,4.57,EC,1731268135
536,kushtia,23.9011,89.1221,22.21,72,0,2.21,BD,1731268136
537,sultanah,24.4926,39.5857,29.25,24,0,1.03,SA,1731268138
538,george town,5.4112,100.3354,26.97,84,40,1.54,MY,1731267914
539,pak phanang,8.3511,100.202,24.6,91,100,2.43,TH,1731268140
540,suva,-18.1416,178.4415,24.71,100,75,2.06,FJ,1731268141
541,boende,-0.2167,20.8667,20.06,98,94,0.5,CD,1731268142
542,astrakhan,46.3497,48.0408,4.93,81,100,3.0,RU,1731267884
543,mongoumba,3.6415,18.5936,21.71,95,73,1.29,CF,1731268145
544,aljezur,37.3191,-8.8033,16.94,84,78,3.62,PT,1731268146
545,waajid,3.8096,43.2463,25.32,71,77,3.24,SO,1731268147
546,saint-denis,48.9167,2.3333,9.52,89,0,3.09,FR,1731268149
547,cova figueira,14.8905,-24.2934,21.6,57,82,4.05,CV,1731268151
548,port hedland,-20.3167,118.5667,27.03,78,18,5.14,AU,1731268152
549,coeur d'alene,47.6777,-116.7805,7.09,92,100,3.09,US,1731268007
550,taroudant,30.4703,-8.877,23.19,32,7,2.37,MA,1731268154
551,ketchikan,55.3422,-131.6461,5.26,81,100,7.72,US,1731268155
552,ballina,-28.8667,153.5667,21.12,91,79,1.34,AU,1731268156
553,constitucion,-35.3333,-72.4167,16.18,60,0,7.9,CL,1731267956
554,frenda,35.0654,1.0495,10.88,78,64,2.34,DZ,1731268159
555,targu carbunesti,44.95,23.5167,4.77,88,99,0.66,RO,1731268160
556,vicuna,-30.0319,-70.7081,29.87,41,2,3.58,CL,1731268161
557,merizo village,13.2658,144.6691,26.88,90,99,7.76,GU,1731268162
558,magna,40.7091,-112.1016,15.72,35,20,6.17,US,1731268163
559,makokou,0.5738,12.8642,20.81,98,14,0.56,GA,1731268164
560,wajir,1.7471,40.0573,29.94,51,98,5.84,KE,1731268165
561,chui,-33.6971,-53.4616,22.01,60,1,4.05,UY,1731268167
562,amos,48.5669,-78.1162,5.98,75,100,2.37,CA,1731268009
563,kalabo,-14.97,22.6814,25.47,53,10,2.54,ZM,1731268169
564,coro,11.4045,-69.6734,28.4,78,97,2.84,VE,1731268170
565,mineiros,-17.5694,-52.5511,26.76,66,90,0.92,BR,1731268171
566,nuuk,64.1835,-51.7216,-2.66,86,100,3.6,GL,1731268173
567,assab,13.0092,42.7394,27.94,70,0,10.23,ER,1731268174
568,brandon,27.9378,-82.2859,31.18,59,40,4.12,US,1731267720
569,dadeldhura,29.2984,80.5806,13.04,86,15,1.87,NP,1731268176
570,dawson creek,55.7666,-120.2362,-0.2,64,0,3.09,CA,1731268177
571,vorkuta,67.5,64.0,-16.19,98,77,4.03,RU,1731268178
572,zaragoza,41.6561,-0.8773,15.01,64,0,7.2,ES,1731268179
573,mugia,43.1041,-9.2179,16.62,97,100,3.94,ES,1731268180
574,babayevo,59.3936,35.9371,-1.85,92,34,1.64,RU,1731268182
